(-695.8652, -519.928, 0.0)|(-709.1456, -536.8087, 0.0);(-643.9904, -562.2646, 0.0);(-685.2454, -498.7596, 0.0)
(-709.1456, -536.8087, 0.0)|(-695.8652, -519.928, 0.0);(-725.8547, -558.2469, 0.0);(-661.5566, -575.8104, 0.0)
(-725.8547, -558.2469, 0.0)|(-709.1456, -536.8087, 0.0);(-740.4042, -575.6993, 0.0);(-682.774, -594.1679, 0.0)
(-740.4042, -575.6993, 0.0)|(-702.3441, -608.73, 0.0);(-725.8547, -558.2469, 0.0)
(-702.3441, -608.73, 0.0)|(-740.4042, -575.6993, 0.0)
(-682.774, -594.1679, 0.0)|(-725.8547, -558.2469, 0.0)
(-661.5566, -575.8104, 0.0)|(-709.1456, -536.8087, 0.0)
(-643.9904, -562.2646, 0.0)|(-695.8652, -519.928, 0.0)
(-780.0784, -501.0304, 0.0)|(-744.2781, -456.629, 0.0)
(-744.2781, -456.629, 0.0)|(-780.0784, -501.0304, 0.0);(-723.4614, -454.5804, 0.0);(-755.6549, -441.3044, 0.0);(-727.2128, -438.5095, 0.0)
(-693.2492, -396.0769, 0.0)|(-727.2128, -438.5095, 0.0);(-676.3954, -375.0194, 0.0);(-706.3293, -385.437, 0.0)
(-620.9472, -305.7642, 0.0)|(-676.3954, -375.0194, 0.0)
(975.6581, 755.7373, 0.0)|(953.1549, 763.8929, 0.0);(1010.4399, 718.9216, 0.0);(1009.8722, 826.6411, 0.0);(959.0326, 746.843, 0.0);(966.8694, 767.1012, 0.0);(1047.5649, 712.4813, 0.0)
(-1285.0013, 986.9661, 0.0)|(-1293.495, 971.0355, 0.0)
(-1293.495, 971.0355, 0.0)|(-1285.0013, 986.9661, 0.0);(-1391.4785, 928.8427, 0.0)
(-1391.4785, 928.8427, 0.0)|(-1293.495, 971.0355, 0.0);(-1385.9459, 911.856, 0.0);(-1426.1879, 969.9713, 0.0);(-1422.826, 942.8275, 0.0)
(-1419.748, 849.3692, 0.0)|(-1455.9658, 839.7324, 0.0);(-1389.5861, 851.4697, 0.0);(-1393.5935, 874.3488, 0.0);(-1451.1458, 858.744, 0.0)
(-1402.5938, 920.4565, 0.0)|(-1397.5343, 902.0563, 0.0);(-1427.9244, 930.5024, 0.0)
(-1643.1162, 728.2684, 0.0)|(-1560.005, 744.9292, 0.0)
(141.5802, 601.3366, 0.0)|(121.6985, 614.6459, 0.0);(99.3233, 540.5395, 0.0);(181.4993, 660.1051, 0.0)
(121.6985, 614.6459, 0.0)|(141.5802, 601.3366, 0.0)
(1033.6946, -649.3194, 0.0)|(1062.4261, -668.5184, 0.0);(994.332, -699.8178, 0.0)
(1062.4261, -668.5184, 0.0)|(1033.6946, -649.3194, 0.0)
(1074.8494, -689.5276, 0.0)|(1138.6688, -733.6896, 0.0);(1047.2087, -735.8652, 0.0)
(1138.6688, -733.6896, 0.0)|(1157.6154, -705.7092, 0.0);(1074.8494, -689.5276, 0.0);(1111.7073, -780.3923, 0.0)
(1157.6154, -705.7092, 0.0)|(1138.6688, -733.6896, 0.0);(1087.0055, -656.8624, 0.0);(1176.5842, -670.6622, 0.0)
(1087.0055, -656.8624, 0.0)|(1157.6154, -705.7092, 0.0)
(-1441.472, -984.8106, 0.0)|(-1248.5331, -785.4738, 0.0);(-1435.8616, -996.1168, 0.0)
(-1248.5331, -785.4738, 0.0)|(-1441.472, -984.8106, 0.0);(-1188.0421, -789.015, 0.0)
(-1174.6058, -791.3176, 0.0)|(-1032.0613, -788.9038, 0.0);(-1188.0421, -789.015, 0.0);(-1185.3927, -804.5771, 0.0);(-1172.771, -767.0505, 0.0)
(-1032.0613, -788.9038, 0.0)|(-1174.6058, -791.3176, 0.0);(-1074.0844, -851.4382, 0.0);(-1005.2555, -755.1434, 0.0)
(-1555.9084, -759.2245, 0.0)|(-1571.0591, -783.6, 0.0);(-1544.4315, -751.8086, 0.0)
(-1532.3533, -689.607, 0.0)|(-1514.8984, -678.4434, 0.0);(-1514.8204, -665.8823, 0.0);(-1544.4315, -751.8086, 0.0)
(-1514.8204, -665.8823, 0.0)|(-1532.3533, -689.607, 0.0);(-1514.8984, -678.4434, 0.0);(-1498.7236, -646.3936, 0.0)
(-1681.5548, -754.6828, 0.0)|(-1667.7902, -764.7109, 0.0)
(-1668.6975, -783.4729, 0.0)|(-1657.7102, -793.366, 0.0);(-1687.3101, -770.0545, 0.0);(-1667.7902, -764.7109, 0.0)
(-1657.7102, -793.366, 0.0)|(-1668.6975, -783.4729, 0.0);(-1644.5355, -808.4995, 0.0)
(-1644.5355, -808.4995, 0.0)|(-1657.7102, -793.366, 0.0);(-1631.8284, -809.9128, 0.0)
(-1631.8284, -809.9128, 0.0)|(-1644.5355, -808.4995, 0.0);(-1590.1003, -798.5349, 0.0)
(-1571.0591, -783.6, 0.0)|(-1555.9084, -759.2245, 0.0);(-1558.2351, -782.9965, 0.0);(-1574.6101, -768.8318, 0.0);(-1590.1003, -798.5349, 0.0)
(-1074.0844, -851.4382, 0.0)|(-1096.6599, -842.3074, 0.0);(-1032.0613, -788.9038, 0.0);(-1070.4442, -863.3797, 0.0);(-1046.8445, -877.5602, 0.0)
(-1005.2555, -755.1434, 0.0)|(-1032.0613, -788.9038, 0.0)
(-739.6917, -938.6172, 0.0)|(-850.847, -856.0115, 0.0)
(-920.4746, -350.6745, 0.0)|(-934.0555, -363.6172, 0.0);(-921.7065, -312.8205, 0.0)
(-938.4638, -376.1151, 0.0)|(-934.0555, -363.6172, 0.0);(-962.5867, -404.1442, 0.0)
(-1271.3313, -240.4945, 0.0)|(-1251.2493, -241.6538, 0.0);(-1280.5597, -261.8541, 0.0);(-1265.8878, -228.1392, 0.0);(-1281.9457, -235.1824, 0.0)
(-1069.7234, 116.5399, 0.0)|(-1127.334, -9.2517, 0.0);(-955.3398, 279.2899, 0.0);(-1051.3196, 108.3173, 0.0);(-950.3556, 294.721, 0.0);(-1086.0178, 103.1876, 0.0)
(-1352.6224, -256.6214, 0.0)|(-1327.069, -264.5697, 0.0);(-1374.4354, -261.6, 0.0);(-1338.304, -280.4861, 0.0)
(-1184.0569, -828.2856, 0.0)|(-1194.5209, -820.4093, 0.0);(-1162.4497, -834.3676, 0.0);(-1201.3447, -832.7637, 0.0);(-1170.6206, -822.5372, 0.0)
(-1185.3927, -804.5771, 0.0)|(-1194.5209, -820.4093, 0.0);(-1188.0421, -789.015, 0.0);(-1174.6058, -791.3176, 0.0);(-1170.6206, -822.5372, 0.0)
(-1172.771, -767.0505, 0.0)|(-1154.5349, -744.6944, 0.0);(-1044.3536, -717.0038, 0.0);(-1188.0421, -789.015, 0.0);(-1174.6058, -791.3176, 0.0)
(-1044.3536, -717.0038, 0.0)|(-1154.5349, -744.6944, 0.0);(-1172.771, -767.0505, 0.0);(-1032.8071, -694.4504, 0.0);(-1018.8713, -706.1102, 0.0)
(-723.5578, -28.2033, 0.0)|(-739.1908, -23.9577, 0.0);(-705.8395, -14.2226, 0.0);(-756.9629, -50.8127, 0.0);(-758.7385, -77.08, 0.0);(-698.7095, -30.4848, 0.0);(-716.1365, -42.1257, 0.0);(-748.2049, -12.4161, 0.0);(-656.1613, 59.6013, 0.0)
(-739.1908, -23.9577, 0.0)|(-723.5578, -28.2033, 0.0);(-748.2049, -12.4161, 0.0)
(1448.2817, 850.8344, 0.0)|(1435.1127, 829.9487, 0.0);(1455.1279, 861.7458, 0.0);(1495.1027, 818.1955, 0.0);(1432.6497, 869.4331, 0.0)
(1491.6519, 954.2155, 0.0)|(1478.6274, 949.4506, 0.0)
(1504.5426, 938.015, 0.0)|(1455.1279, 861.7458, 0.0)
(968.0049, -895.5836, 0.0)|(1016.774, -919.7682, 0.0);(954.9917, -889.8749, 0.0);(973.0811, -910.1293, 0.0);(941.4441, -855.7575, 0.0)
(1015.1599, -930.741, 0.0)|(996.2467, -927.4698, 0.0);(1034.574, -953.5757, 0.0)
(1051.2218, -954.2665, 0.0)|(1034.574, -953.5757, 0.0);(1094.5417, -898.6007, 0.0)
(-307.8723, -1819.0139, 0.0)|(354.7458, -1176.9895, 0.0)
(354.7458, -1176.9895, 0.0)|(-307.8723, -1819.0139, 0.0);(626.076, -873.6539, 0.0);(359.822, -1194.2897, 0.0);(360.9018, -1112.9092, 0.0)
(1123.8411, 356.1973, 0.0)|(1124.4979, 341.2049, 0.0);(1152.428, 399.6183, 0.0);(1140.4165, 346.1759, 0.0)
(1346.1907, 728.3479, 0.0)|(1403.4423, 814.8919, 0.0);(1333.4779, 722.1696, 0.0)
(594.6895, -444.2502, 0.0)|(574.7243, -431.4109, 0.0);(586.4017, -456.5099, 0.0);(604.7472, -432.5385, 0.0);(660.2399, -488.0086, 0.0)
(1561.9501, 727.0614, 0.0)|(1444.6305, 821.0068, 0.0)
(-457.0515, 520.2739, 0.0)|(-445.8584, 518.7493, 0.0);(-467.9998, 533.6149, 0.0)
(111.2011, -146.4799, 0.0)|(104.3401, -157.9936, 0.0);(89.7164, -133.124, 0.0);(117.5351, -125.9299, 0.0);(202.5053, -214.2634, 0.0)
(282.0208, -251.8016, 0.0)|(350.1595, -294.5683, 0.0);(270.4881, -264.3156, 0.0);(284.9708, -234.1898, 0.0);(268.0502, -243.4801, 0.0)
(83.7274, 1076.4033, 0.0)|(245.9867, 974.6885, 0.0)
(1265.291, 353.9686, 0.0)|(1215.2344, 392.0268, 0.0);(1282.7831, 331.7076, 0.0);(1259.2612, 315.3018, 0.0);(1306.238, 340.8396, 0.0);(1297.0209, 328.833, 0.0);(1231.1976, 367.1717, 0.0)
(1306.238, 340.8396, 0.0)|(1297.0209, 328.833, 0.0);(1332.6208, 316.2785, 0.0);(1265.291, 353.9686, 0.0)
(1422.8898, -378.7592, 0.0)|(1436.1591, -360.0599, 0.0);(1352.3578, -324.0904, 0.0);(1365.9165, -346.9188, 0.0);(1450.46, -376.9833, 0.0);(1439.2314, -396.0452, 0.0);(1409.9434, -398.1255, 0.0)
(-453.0218, 496.0378, 0.0)|(-510.6407, 543.5571, 0.0);(-420.9117, 501.8745, 0.0);(-464.8439, 484.6028, 0.0);(-445.8584, 518.7493, 0.0)
(-1330.8317, 666.6923, 0.0)|(-1307.8665, 698.4571, 0.0);(-1357.9713, 621.0465, 0.0);(-1332.1897, 692.1677, 0.0)
(-1357.9713, 621.0465, 0.0)|(-1330.8317, 666.6923, 0.0);(-1358.6837, 591.0449, 0.0)
(-1358.6837, 591.0449, 0.0)|(-1357.9713, 621.0465, 0.0);(-1307.2542, 624.7629, 0.0);(-1386.3467, 563.2192, 0.0)
(-1398.2802, 719.3107, 0.0)|(-1382.829, 710.9725, 0.0);(-1475.8921, 636.0632, 0.0);(-1372.4429, 766.1324, 0.0);(-1414.3826, 729.825, 0.0)
(-1382.829, 710.9725, 0.0)|(-1398.2802, 719.3107, 0.0);(-1356.2124, 720.8672, 0.0)
(-1336.687, 710.8931, 0.0)|(-1332.1897, 692.1677, 0.0);(-1356.2124, 720.8672, 0.0)
(-1332.1897, 692.1677, 0.0)|(-1336.687, 710.8931, 0.0);(-1330.8317, 666.6923, 0.0);(-1307.8665, 698.4571, 0.0)
(-1307.8665, 698.4571, 0.0)|(-1232.6924, 819.2279, 0.0);(-1330.8317, 666.6923, 0.0);(-1332.1897, 692.1677, 0.0)
(1312.4608, -291.3128, 0.0)|(1331.7748, -304.8907, 0.0);(1304.1007, -301.4446, 0.0);(1322.1178, -277.1869, 0.0);(1300.0822, -282.7054, 0.0)
(1331.7748, -304.8907, 0.0)|(1312.4608, -291.3128, 0.0);(1352.3578, -324.0904, 0.0);(1333.4335, -290.7411, 0.0)
(1240.5707, -242.019, 0.0)|(1249.1646, -232.2365, 0.0);(1278.8535, -267.8888, 0.0);(1239.7358, -254.009, 0.0);(1259.0275, -239.6687, 0.0);(1221.1732, -240.3515, 0.0)
(700.8715, 126.2157, 0.0)|(631.8423, 172.5101, 0.0);(715.1594, 110.366, 0.0);(728.5956, 158.2644, 0.0);(758.6686, 86.5758, 0.0)
(809.1854, 51.4145, 0.0)|(790.1387, 64.7707, 0.0);(761.9414, 61.785, 0.0);(868.0734, 20.462, 0.0);(769.3219, -7.0919, 0.0);(866.2032, 4.013, 0.0)
(586.5131, 215.819, 0.0)|(591.5753, 201.1802, 0.0);(660.6629, 328.0707, 0.0);(567.6332, 217.4112, 0.0);(572.7094, 197.1741, 0.0)
(272.7813, -921.2926, 0.0)|(289.7575, -897.5209, 0.0)
(289.7575, -897.5209, 0.0)|(272.7813, -921.2926, 0.0);(304.7022, -894.9722, 0.0)
(180.4752, -1000.4836, 0.0)|(287.2974, -876.3693, 0.0)
(-1485.5435, -789.0626, 0.0)|(-1473.5543, -780.7575, 0.0);(-1488.9944, -776.4858, 0.0);(-1548.2385, -900.2681, 0.0)
(-1548.2385, -900.2681, 0.0)|(-1554.9623, -913.4799, 0.0);(-1485.5435, -789.0626, 0.0);(-1533.4442, -890.2639, 0.0)
(-1554.9623, -913.4799, 0.0)|(-1558.9253, -928.9625, 0.0);(-1548.2385, -900.2681, 0.0);(-1739.8083, -947.5415, 0.0);(-1548.7284, -930.7092, 0.0)
(-1558.9253, -928.9625, 0.0)|(-1554.9623, -913.4799, 0.0)
(-846.3024, -26.6257, 0.0)|(-855.3527, -43.1262, 0.0);(-848.2059, -12.9521, 0.0);(-861.0189, -21.1626, 0.0);(-821.7092, 5.6964, 0.0)
(-1375.6044, 351.4804, 0.0)|(-1455.2867, 202.7485, 0.0);(-1274.1143, 474.7559, 0.0);(-1356.0121, 350.3052, 0.0);(-1473.6378, 469.5307, 0.0)
(-1130.412, 616.7424, 0.0)|(-1120.7495, 637.2941, 0.0);(-1241.5533, 519.7061, 0.0)
(-1120.7495, 637.2941, 0.0)|(-1130.412, 616.7424, 0.0);(-1068.3402, 684.3218, 0.0)
(-1068.3402, 684.3218, 0.0)|(-1108.3818, 712.0048, 0.0);(-1120.7495, 637.2941, 0.0);(-1017.4784, 750.4246, 0.0);(-1046.7999, 669.4558, 0.0)
(-1017.4784, 750.4246, 0.0)|(-1068.3402, 684.3218, 0.0);(-949.6292, 765.7512, 0.0)
(-949.6292, 765.7512, 0.0)|(-1017.4784, 750.4246, 0.0);(-939.2653, 772.9142, 0.0)
(-939.2653, 772.9142, 0.0)|(-949.6292, 765.7512, 0.0);(-898.5001, 851.152, 0.0)
(-1232.6924, 819.2279, 0.0)|(-1307.8665, 698.4571, 0.0);(-1268.5038, 939.3333, 0.0);(-1216.6401, 737.4644, 0.0)
(-1220.7922, 718.0084, 0.0)|(-1307.2542, 624.7629, 0.0);(-1216.6401, 737.4644, 0.0)
(-1386.3467, 563.2192, 0.0)|(-1358.6837, 591.0449, 0.0);(-1400.6846, 552.737, 0.0);(-1278.7118, 542.8901, 0.0)
(-1400.6846, 552.737, 0.0)|(-1386.3467, 563.2192, 0.0);(-1484.486, 526.0868, 0.0);(-1387.9163, 518.3125, 0.0)
(-705.8395, -14.2226, 0.0)|(-672.0428, 42.9657, 0.0);(-723.5578, -28.2033, 0.0)
(-672.0428, 42.9657, 0.0)|(-705.8395, -14.2226, 0.0);(-656.1613, 59.6013, 0.0);(-655.6566, 33.1987, 0.0)
(-614.3237, 135.2363, 0.0)|(-600.6203, 163.5371, 0.0);(-632.8807, 119.4661, 0.0);(-590.5236, 124.3575, 0.0);(-611.8413, 121.5306, 0.0);(-593.3511, 156.0092, 0.0)
(-180.7399, 736.837, 0.0)|(-192.8013, 744.8577, 0.0);(-77.6302, 672.4735, 0.0);(-194.7828, 725.5684, 0.0);(-174.801, 750.9963, 0.0)
(-602.9135, -598.2332, 0.0)|(-516.5963, -524.7874, 0.0);(-610.0825, -587.6888, 0.0);(-617.1345, -610.1433, 0.0);(-598.071, -613.9943, 0.0)
(-516.5963, -524.7874, 0.0)|(-506.3215, -516.085, 0.0);(-528.0511, -511.8131, 0.0);(-602.9135, -598.2332, 0.0)
(-506.3215, -516.085, 0.0)|(-516.5963, -524.7874, 0.0);(-513.5684, -498.7754, 0.0);(-463.618, -478.7087, 0.0)
(-437.181, -438.0807, 0.0)|(-412.3234, -398.7925, 0.0);(-463.618, -478.7087, 0.0);(-452.1924, -429.7355, 0.0)
(-412.3234, -398.7925, 0.0)|(-426.3941, -390.09, 0.0);(-437.181, -438.0807, 0.0);(-359.8974, -314.6255, 0.0)
(136.6765, 684.147, 0.0)|(-3.6695, 780.4982, 0.0);(181.4993, 660.1051, 0.0);(99.891, 631.3223, 0.0)
(-3.6695, 780.4982, 0.0)|(136.6765, 684.147, 0.0);(-77.6302, 672.4735, 0.0);(-100.2154, 855.1669, 0.0)
(-285.2856, -191.7563, 0.0)|(-318.2027, -245.9257, 0.0);(-256.22, -144.7489, 0.0);(-300.6254, -186.1186, 0.0)
(68.8106, 340.6649, 0.0)|(83.1875, 336.2339, 0.0);(34.687, 277.6522, 0.0)
(416.4948, 847.1655, 0.0)|(409.6264, 837.1118, 0.0);(422.2055, 834.1099, 0.0);(449.5789, 894.3214, 0.0);(408.0679, 858.6011, 0.0)
(449.5789, 894.3214, 0.0)|(416.4948, 847.1655, 0.0);(481.3718, 941.3345, 0.0);(462.4029, 886.2211, 0.0)
(1100.0967, 788.3044, 0.0)|(1026.2362, 837.1276, 0.0);(1101.9055, 774.4866, 0.0);(1111.2174, 798.7075, 0.0)
(626.8329, 697.1706, 0.0)|(655.9764, 741.3239, 0.0);(613.675, 681.0977, 0.0);(613.6973, 700.9189, 0.0);(628.3469, 677.9529, 0.0)
(541.0168, 591.9819, 0.0)|(580.0565, 627.5741, 0.0);(550.145, 580.6579, 0.0);(528.3375, 584.2235, 0.0);(535.0834, 568.8574, 0.0)
(452.3953, 467.8949, 0.0)|(436.9776, 472.9295, 0.0);(494.2403, 526.9603, 0.0);(453.13, 485.6669, 0.0);(468.8734, 462.8801, 0.0);(388.2975, 519.051, 0.0);(410.6579, 415.1085, 0.0)
(398.6057, 386.0076, 0.0)|(410.6579, 415.1085, 0.0);(468.8734, 462.8801, 0.0);(381.9885, 345.6915, 0.0)
(405.5187, -680.5713, 0.0)|(414.2573, -667.7244, 0.0);(394.2198, -684.9859, 0.0);(425.8828, -692.4813, 0.0);(395.7226, -666.7398, 0.0)
(728.5956, 158.2644, 0.0)|(700.8715, 126.2157, 0.0);(749.6295, 182.0866, 0.0)
(-1154.123, -260.5836, 0.0)|(-1184.4688, -275.2097, 0.0);(-1139.7963, -258.2968, 0.0);(-1255.0231, -259.9325, 0.0)
(-1475.8921, 636.0632, 0.0)|(-1398.2802, 719.3107, 0.0);(-1485.6659, 716.7061, 0.0);(-1547.9324, 509.6488, 0.0)
(-1575.0443, 157.7403, 0.0)|(-1581.9238, 173.6059, 0.0);(-1589.4379, 148.8943, 0.0);(-1562.2871, 140.0007, 0.0);(-1639.131, 194.2042, 0.0);(-1611.2288, 56.7348, 0.0)
(-898.5001, 851.152, 0.0)|(-876.0469, 952.5955, 0.0);(-981.2773, 826.1527, 0.0);(-939.2653, 772.9142, 0.0)
(-876.0469, 952.5955, 0.0)|(-898.5001, 851.152, 0.0);(-837.2966, 931.8842, 0.0)
(-981.2773, 826.1527, 0.0)|(-898.5001, 851.152, 0.0);(-1041.6124, 836.127, 0.0)
(-1041.6124, 836.127, 0.0)|(-1058.5107, 847.5944, 0.0);(-981.2773, 826.1527, 0.0)
(-1058.5107, 847.5944, 0.0)|(-1041.6124, 836.127, 0.0);(-1097.0496, 902.7233, 0.0)
(-1097.0496, 902.7233, 0.0)|(-1058.5107, 847.5944, 0.0);(-1144.9614, 933.9966, 0.0)
(-1144.9614, 933.9966, 0.0)|(-1209.2708, 941.0009, 0.0);(-1097.0496, 902.7233, 0.0)
(-1209.2708, 941.0009, 0.0)|(-1144.9614, 933.9966, 0.0);(-1230.377, 954.819, 0.0)
(-1230.377, 954.819, 0.0)|(-1209.2708, 941.0009, 0.0);(-1248.4106, 980.6605, 0.0)
(-1248.4106, 980.6605, 0.0)|(-1230.377, 954.819, 0.0);(-1244.3364, 992.5251, 0.0);(-1268.5038, 939.3333, 0.0)
(-1244.3364, 992.5251, 0.0)|(-1248.4106, 980.6605, 0.0)
(1509.0065, 361.1366, 0.0)|(1444.0779, 236.7408, 0.0)
(861.8284, -645.0874, 0.0)|(779.8193, -584.7827, 0.0);(847.457, -654.0199, 0.0);(882.8566, -656.4655, 0.0);(877.0347, -625.944, 0.0);(800.5748, -729.7673, 0.0)
(521.7028, 247.9316, 0.0)|(381.9885, 345.6915, 0.0);(567.6332, 217.4112, 0.0);(582.1493, 342.3961, 0.0)
(-1265.8878, -228.1392, 0.0)|(-1281.9457, -235.1824, 0.0);(-1271.3313, -240.4945, 0.0);(-1250.626, -201.9836, 0.0);(-1244.9486, -229.8623, 0.0)
(376.5756, -207.7959, 0.0)|(403.7375, -162.1385, 0.0);(400.6763, -230.6802, 0.0)
(519.61, -305.3513, 0.0)|(559.8075, -334.1587, 0.0);(495.7654, -342.0355, 0.0);(400.6763, -230.6802, 0.0)
(559.8075, -334.1587, 0.0)|(519.61, -305.3513, 0.0);(590.387, -283.9759, 0.0)
(-103.9906, -423.7248, 0.0)|(-110.6921, -412.2274, 0.0);(-14.9796, -482.1329, 0.0);(-98.0128, -408.9719, 0.0);(-153.4221, -475.876, 0.0)
(-22.8721, -581.7496, 0.0)|(91.709, -436.8262, 0.0);(-153.4221, -475.876, 0.0);(-18.3748, -597.985, 0.0)
(362.2043, -629.12, 0.0)|(375.9522, -609.8734, 0.0);(294.7001, -576.8903, 0.0);(395.7226, -666.7398, 0.0)
(375.9522, -609.8734, 0.0)|(362.2043, -629.12, 0.0)
(353.2876, -636.9489, 0.0)|(395.7226, -666.7398, 0.0);(349.525, -648.97, 0.0);(294.7001, -576.8903, 0.0)
(302.4257, -690.1389, 0.0)|(349.525, -648.97, 0.0);(268.5846, -665.3265, 0.0);(255.0704, -746.5841, 0.0)
(582.7838, -536.9516, 0.0)|(613.5526, -558.2311, 0.0);(548.7869, -513.4329, 0.0);(571.1176, -554.3405, 0.0)
(613.5526, -558.2311, 0.0)|(582.7838, -536.9516, 0.0);(650.3882, -502.9996, 0.0)
(549.388, -599.1384, 0.0)|(513.198, -582.6389, 0.0);(568.3179, -615.6299, 0.0)
(571.4626, -644.8889, 0.0)|(568.6017, -627.8178, 0.0)
(425.8828, -692.4813, 0.0)|(513.198, -582.6389, 0.0);(424.2871, -711.5848, 0.0);(405.5187, -680.5713, 0.0);(500.9974, -574.2701, 0.0);(446.924, -720.5252, 0.0);(411.9084, -706.8367, 0.0);(414.2573, -667.7244, 0.0)
(161.5472, -733.5202, 0.0)|(190.0821, -682.6674, 0.0);(249.7716, -812.6758, 0.0);(144.0403, -740.6848, 0.0);(152.4115, -752.3008, 0.0);(198.6982, -694.4662, 0.0);(84.5734, -674.3542, 0.0)
(378.4958, -778.3967, 0.0)|(425.3224, -788.9197, 0.0);(424.2871, -711.5848, 0.0);(318.4668, -863.999, 0.0);(411.9084, -706.8367, 0.0);(408.9139, -809.4681, 0.0)
(756.6426, -87.6885, 0.0)|(732.119, -124.5007, 0.0);(716.6567, -60.1349, 0.0);(784.2109, -91.9446, 0.0);(782.9808, -112.9393, 0.0)
(441.3858, 4.422, 0.0)|(497.0901, 86.7187, 0.0);(425.5089, 5.3391, 0.0);(455.2228, -7.2666, 0.0);(430.7882, -10.8557, 0.0)
(743.0394, -226.1462, 0.0)|(755.663, -213.1954, 0.0);(728.4009, -204.3498, 0.0);(670.6121, -336.3125, 0.0)
(181.4325, -468.9204, 0.0)|(277.8742, -348.9197, 0.0);(130.3146, -435.3493, 0.0);(209.0064, -506.4456, 0.0);(164.7346, -480.5925, 0.0)
(277.8742, -348.9197, 0.0)|(181.4325, -468.9204, 0.0);(303.2161, -353.9936, 0.0)
(591.5753, 201.1802, 0.0)|(631.8423, 172.5101, 0.0);(586.5131, 215.819, 0.0);(523.2836, 93.373, 0.0);(715.1594, 110.366, 0.0);(572.7094, 197.1741, 0.0);(671.9174, 317.549, 0.0)
(866.2032, 4.013, 0.0)|(800.2687, -97.7571, 0.0);(890.6546, -6.9807, 0.0);(868.0734, 20.462, 0.0);(809.1854, 51.4145, 0.0);(823.0781, -44.0791, 0.0);(880.352, 20.6684, 0.0)
(868.0734, 20.462, 0.0)|(880.352, 20.6684, 0.0);(809.1854, 51.4145, 0.0);(790.1387, 64.7707, 0.0);(942.6093, 126.4407, 0.0);(866.2032, 4.013, 0.0)
(500.2627, 116.8298, 0.0)|(457.6162, 145.591, 0.0);(509.903, 106.3322, 0.0);(567.6332, 217.4112, 0.0);(491.9304, 101.7266, 0.0)
(570.8058, -414.8238, 0.0)|(574.7243, -431.4109, 0.0);(517.0608, -391.0269, 0.0);(550.568, -435.1429, 0.0);(583.3182, -418.6907, 0.0);(643.4238, -315.5069, 0.0)
(111.6575, 381.0683, 0.0)|(101.8725, 388.4216, 0.0);(158.8959, 343.8969, 0.0);(103.2974, 368.1246, 0.0);(175.0985, 470.4042, 0.0)
(175.0985, 470.4042, 0.0)|(111.6575, 381.0683, 0.0);(186.0412, 491.5115, 0.0);(220.9621, 433.0974, 0.0);(163.6131, 488.1087, 0.0)
(331.814, 302.1993, 0.0)|(364.0188, 345.3977, 0.0);(335.8327, 286.7464, 0.0);(191.3734, 389.978, 0.0);(293.3309, 244.5449, 0.0)
(364.0188, 345.3977, 0.0)|(331.814, 302.1993, 0.0);(366.2674, 366.6952, 0.0);(220.9621, 433.0974, 0.0);(335.8327, 286.7464, 0.0);(381.9885, 345.6915, 0.0)
(366.2674, 366.6952, 0.0)|(364.0188, 345.3977, 0.0);(244.239, 440.7843, 0.0);(410.6579, 415.1085, 0.0);(381.9885, 345.6915, 0.0)
(186.0412, 491.5115, 0.0)|(231.5708, 449.7417, 0.0);(175.0985, 470.4042, 0.0);(244.239, 440.7843, 0.0);(163.6131, 488.1087, 0.0);(266.8953, 602.079, 0.0)
(91.4419, 402.0483, 0.0)|(101.071, 415.5638, 0.0);(71.9053, 365.4882, 0.0);(101.8725, 388.4216, 0.0)
(163.6131, 488.1087, 0.0)|(101.071, 415.5638, 0.0);(186.0412, 491.5115, 0.0);(41.9715, 568.5715, 0.0);(99.3233, 540.5395, 0.0);(253.1446, 611.3821, 0.0);(113.9729, 406.384, 0.0);(158.5898, 511.7611, 0.0);(175.0985, 470.4042, 0.0)
(69.69, -101.8861, 0.0)|(87.9353, -113.6222, 0.0);(7.4736, -67.059, 0.0);(95.7555, -72.9827, 0.0)
(87.9353, -113.6222, 0.0)|(69.69, -101.8861, 0.0);(97.2416, -98.2017, 0.0);(89.7164, -133.124, 0.0);(117.5351, -125.9299, 0.0)
(97.2416, -98.2017, 0.0)|(87.9353, -113.6222, 0.0);(95.7555, -72.9827, 0.0)
(756.6426, -141.398, 0.0)|(732.119, -124.5007, 0.0);(723.436, -189.136, 0.0);(782.9808, -112.9393, 0.0)
(509.903, 106.3322, 0.0)|(572.7094, 197.1741, 0.0);(510.0031, 81.1126, 0.0);(523.2836, 93.373, 0.0);(500.2627, 116.8298, 0.0);(497.0901, 86.7187, 0.0);(491.9304, 101.7266, 0.0)
(790.9735, -395.4735, 0.0)|(870.144, -287.422, 0.0);(781.6672, -407.3521, 0.0);(754.0712, -382.9279, 0.0)
(991.5156, -279.5134, 0.0)|(785.4298, -551.1962, 0.0);(1001.9351, -267.9205, 0.0);(918.7461, -232.4906, 0.0)
(1115.9875, -354.859, 0.0)|(1125.9784, -362.6008, 0.0);(1221.1732, -240.3515, 0.0);(1090.551, -338.1765, 0.0)
(785.4298, -551.1962, 0.0)|(991.5156, -279.5134, 0.0);(787.6674, -574.3654, 0.0);(1004.3508, -280.768, 0.0);(795.3039, -564.2338, 0.0);(704.3224, -497.5765, 0.0);(768.3479, -561.1292, 0.0)
