(0.147500,-0.043000,0.000000);(0.033500,0.229000,0.000000);(0.000500,0.085000,0.000000)
(-0.146500,-0.043000,0.000000);(-0.264500,0.229000,0.000000);(-0.359500,0.229000,0.000000)
(-0.359500,0.229000,0.000000);(-0.159500,-0.229000,0.000000);(-0.146500,-0.043000,0.000000)
(-0.159500,-0.229000,0.000000);(-0.131500,-0.229000,0.000000);(-0.146500,-0.043000,0.000000)
(0.000500,0.085000,0.000000);(0.133500,-0.229000,0.000000);(0.147500,-0.043000,0.000000)
(0.133500,-0.229000,0.000000);(0.161500,-0.229000,0.000000);(0.147500,-0.043000,0.000000)
(0.033500,0.229000,0.000000);(-0.032500,0.229000,0.000000);(0.000500,0.085000,0.000000)
(-0.032500,0.229000,0.000000);(-0.146500,-0.043000,0.000000);(0.000500,0.085000,0.000000)
(0.359500,0.229000,0.000000);(0.264500,0.229000,0.000000);(0.147500,-0.043000,0.000000)
(-0.146500,-0.043000,0.000000);(-0.131500,-0.229000,0.000000);(0.000500,0.085000,0.000000)
(0.161500,-0.229000,0.000000);(0.359500,0.229000,0.000000);(0.147500,-0.043000,0.000000)
