(-0.500000, -0.500000, -0.004214);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.500000, -0.500000, 0.009181);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, 0.500000, -0.053383);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.500000, 0.500000, -0.005686);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, 0.375000, -0.054230);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, 0.250000, -0.051529);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, 0.125000, -0.002709);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, 0.000000, -0.014459);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, -0.125000, -0.003925);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, -0.250000, 0.026196);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.500000, -0.375000, 0.012347);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.375000, -0.500000, -0.017331);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.250000, -0.500000, -0.018845);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(-0.125000, -0.500000, -0.016295);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.000000, -0.500000, -0.019665);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.125000, -0.500000, -0.040636);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.250000, -0.500000, 0.010072);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.375000, -0.500000, 0.019282);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.500000, -0.375000, 0.003295);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
(0.500000, -0.250000, 0.025607);(0.053456, 0.053456, 0.053456);(0.000000, -0.000000, 0.000000)
