(-0.925926,-0.925926,-0.851852);(-0.851852,-0.925926,-0.851852);(-0.851852,-1.000000,-0.851852);(-0.925926,-1.000000,-0.851852)
(-0.851852,-0.851852,-1.000000);(-0.851852,-0.851852,-0.925926);(-0.925926,-0.851852,-0.925926);(-0.925926,-0.851852,-1.000000)
(-0.925926,-0.777778,-1.000000);(-0.851852,-0.777778,-1.000000);(-0.851852,-0.851852,-1.000000);(-0.925926,-0.851852,-1.000000)
(-0.851852,-0.851852,-0.925926);(-0.851852,-0.777778,-0.925926);(-0.925926,-0.777778,-0.925926);(-0.925926,-0.851852,-0.925926)
(-0.851852,-0.851852,-0.851852);(-0.851852,-0.851852,-0.777778);(-0.925926,-0.851852,-0.777778);(-0.925926,-0.851852,-0.851852)
(-0.925926,-0.777778,-0.851852);(-0.851852,-0.777778,-0.851852);(-0.851852,-0.851852,-0.851852);(-0.925926,-0.851852,-0.851852)
(-0.777778,-1.000000,-1.000000);(-0.777778,-1.000000,-0.925926);(-0.851852,-1.000000,-0.925926);(-0.851852,-1.000000,-1.000000)
(-0.851852,-0.925926,-1.000000);(-0.777778,-0.925926,-1.000000);(-0.777778,-1.000000,-1.000000);(-0.851852,-1.000000,-1.000000)
(-0.851852,-1.000000,-0.851852);(-0.851852,-0.925926,-0.851852);(-0.851852,-0.925926,-0.925926);(-0.851852,-1.000000,-0.925926)
(-0.777778,-1.000000,-0.925926);(-0.777778,-1.000000,-0.851852);(-0.851852,-1.000000,-0.851852);(-0.851852,-1.000000,-0.925926)
(-0.851852,-0.925926,-0.851852);(-0.777778,-0.925926,-0.851852);(-0.777778,-0.925926,-0.925926);(-0.851852,-0.925926,-0.925926)
(-0.777778,-1.000000,-0.851852);(-0.777778,-1.000000,-0.777778);(-0.851852,-1.000000,-0.777778);(-0.851852,-1.000000,-0.851852)
(-0.851852,-0.925926,-0.925926);(-0.851852,-0.851852,-0.925926);(-0.851852,-0.851852,-1.000000);(-0.851852,-0.925926,-1.000000)
(-0.851852,-0.851852,-1.000000);(-0.777778,-0.851852,-1.000000);(-0.777778,-0.925926,-1.000000);(-0.851852,-0.925926,-1.000000)
(-0.777778,-0.925926,-0.925926);(-0.777778,-0.851852,-0.925926);(-0.851852,-0.851852,-0.925926);(-0.851852,-0.925926,-0.925926)
(-0.851852,-0.925926,-0.777778);(-0.851852,-0.851852,-0.777778);(-0.851852,-0.851852,-0.851852);(-0.851852,-0.925926,-0.851852)
(-0.851852,-0.851852,-0.851852);(-0.777778,-0.851852,-0.851852);(-0.777778,-0.925926,-0.851852);(-0.851852,-0.925926,-0.851852)
(-0.851852,-0.777778,-1.000000);(-0.777778,-0.777778,-1.000000);(-0.777778,-0.851852,-1.000000);(-0.851852,-0.851852,-1.000000)
(-0.851852,-0.851852,-0.851852);(-0.851852,-0.777778,-0.851852);(-0.851852,-0.777778,-0.925926);(-0.851852,-0.851852,-0.925926)
(-0.777778,-0.851852,-0.925926);(-0.777778,-0.851852,-0.851852);(-0.851852,-0.851852,-0.851852);(-0.851852,-0.851852,-0.925926)
(-1.000000,-1.000000,-0.703704);(-1.000000,-0.925926,-0.703704);(-1.000000,-0.925926,-0.777778);(-1.000000,-1.000000,-0.777778)
(-0.925926,-1.000000,-0.777778);(-0.925926,-1.000000,-0.703704);(-1.000000,-1.000000,-0.703704);(-1.000000,-1.000000,-0.777778)
(-1.000000,-1.000000,-0.629630);(-1.000000,-0.925926,-0.629630);(-1.000000,-0.925926,-0.703704);(-1.000000,-1.000000,-0.703704)
(-0.925926,-0.925926,-0.703704);(-0.925926,-0.925926,-0.629630);(-0.925926,-1.000000,-0.629630);(-0.925926,-1.000000,-0.703704)
(-0.925926,-1.000000,-0.703704);(-0.925926,-1.000000,-0.629630);(-1.000000,-1.000000,-0.629630);(-1.000000,-1.000000,-0.703704)
(-1.000000,-0.925926,-0.629630);(-0.925926,-0.925926,-0.629630);(-0.925926,-0.925926,-0.703704);(-1.000000,-0.925926,-0.703704)
(-1.000000,-1.000000,-0.555556);(-1.000000,-0.925926,-0.555556);(-1.000000,-0.925926,-0.629630);(-1.000000,-1.000000,-0.629630)
(-0.925926,-1.000000,-0.629630);(-0.925926,-1.000000,-0.555556);(-1.000000,-1.000000,-0.555556);(-1.000000,-1.000000,-0.629630)
(-1.000000,-0.925926,-0.703704);(-1.000000,-0.851852,-0.703704);(-1.000000,-0.851852,-0.777778);(-1.000000,-0.925926,-0.777778)
(-0.925926,-0.851852,-0.777778);(-0.925926,-0.851852,-0.703704);(-0.925926,-0.925926,-0.703704);(-0.925926,-0.925926,-0.777778)
(-0.925926,-0.925926,-0.703704);(-0.925926,-0.851852,-0.703704);(-1.000000,-0.851852,-0.703704);(-1.000000,-0.925926,-0.703704)
(-1.000000,-0.925926,-0.555556);(-1.000000,-0.851852,-0.555556);(-1.000000,-0.851852,-0.629630);(-1.000000,-0.925926,-0.629630)
(-0.925926,-0.851852,-0.629630);(-0.925926,-0.851852,-0.555556);(-0.925926,-0.925926,-0.555556);(-0.925926,-0.925926,-0.629630)
(-1.000000,-0.851852,-0.629630);(-0.925926,-0.851852,-0.629630);(-0.925926,-0.925926,-0.629630);(-1.000000,-0.925926,-0.629630)
(-1.000000,-0.851852,-0.703704);(-1.000000,-0.777778,-0.703704);(-1.000000,-0.777778,-0.777778);(-1.000000,-0.851852,-0.777778)
(-1.000000,-0.777778,-0.703704);(-0.925926,-0.777778,-0.703704);(-0.925926,-0.777778,-0.777778);(-1.000000,-0.777778,-0.777778)
(-1.000000,-0.851852,-0.629630);(-1.000000,-0.777778,-0.629630);(-1.000000,-0.777778,-0.703704);(-1.000000,-0.851852,-0.703704)
(-0.925926,-0.777778,-0.703704);(-0.925926,-0.777778,-0.629630);(-0.925926,-0.851852,-0.629630);(-0.925926,-0.851852,-0.703704)
(-0.925926,-0.851852,-0.703704);(-0.925926,-0.851852,-0.629630);(-1.000000,-0.851852,-0.629630);(-1.000000,-0.851852,-0.703704)
(-1.000000,-0.777778,-0.629630);(-0.925926,-0.777778,-0.629630);(-0.925926,-0.777778,-0.703704);(-1.000000,-0.777778,-0.703704)
(-1.000000,-0.851852,-0.555556);(-1.000000,-0.777778,-0.555556);(-1.000000,-0.777778,-0.629630);(-1.000000,-0.851852,-0.629630)
(-1.000000,-0.777778,-0.555556);(-0.925926,-0.777778,-0.555556);(-0.925926,-0.777778,-0.629630);(-1.000000,-0.777778,-0.629630)
(-0.851852,-1.000000,-0.777778);(-0.851852,-1.000000,-0.703704);(-0.925926,-1.000000,-0.703704);(-0.925926,-1.000000,-0.777778)
(-0.925926,-0.925926,-0.703704);(-0.851852,-0.925926,-0.703704);(-0.851852,-0.925926,-0.777778);(-0.925926,-0.925926,-0.777778)
(-0.851852,-1.000000,-0.703704);(-0.851852,-0.925926,-0.703704);(-0.925926,-0.925926,-0.703704);(-0.925926,-1.000000,-0.703704)
(-0.851852,-1.000000,-0.629630);(-0.851852,-1.000000,-0.555556);(-0.925926,-1.000000,-0.555556);(-0.925926,-1.000000,-0.629630)
(-0.925926,-0.925926,-0.555556);(-0.851852,-0.925926,-0.555556);(-0.851852,-0.925926,-0.629630);(-0.925926,-0.925926,-0.629630)
(-0.925926,-0.925926,-0.629630);(-0.851852,-0.925926,-0.629630);(-0.851852,-1.000000,-0.629630);(-0.925926,-1.000000,-0.629630)
(-0.851852,-0.851852,-0.777778);(-0.851852,-0.851852,-0.703704);(-0.925926,-0.851852,-0.703704);(-0.925926,-0.851852,-0.777778)
(-0.925926,-0.777778,-0.703704);(-0.851852,-0.777778,-0.703704);(-0.851852,-0.777778,-0.777778);(-0.925926,-0.777778,-0.777778)
(-0.851852,-0.851852,-0.703704);(-0.851852,-0.777778,-0.703704);(-0.925926,-0.777778,-0.703704);(-0.925926,-0.851852,-0.703704)
(-0.851852,-0.851852,-0.629630);(-0.851852,-0.851852,-0.555556);(-0.925926,-0.851852,-0.555556);(-0.925926,-0.851852,-0.629630)
(-0.925926,-0.777778,-0.555556);(-0.851852,-0.777778,-0.555556);(-0.851852,-0.777778,-0.629630);(-0.925926,-0.777778,-0.629630)
(-0.925926,-0.777778,-0.629630);(-0.851852,-0.777778,-0.629630);(-0.851852,-0.851852,-0.629630);(-0.925926,-0.851852,-0.629630)
(-0.777778,-0.925926,-0.777778);(-0.777778,-0.925926,-0.703704);(-0.777778,-1.000000,-0.703704);(-0.777778,-1.000000,-0.777778)
(-0.777778,-1.000000,-0.777778);(-0.777778,-1.000000,-0.703704);(-0.851852,-1.000000,-0.703704);(-0.851852,-1.000000,-0.777778)
(-0.851852,-1.000000,-0.629630);(-0.851852,-0.925926,-0.629630);(-0.851852,-0.925926,-0.703704);(-0.851852,-1.000000,-0.703704)
(-0.777778,-0.925926,-0.703704);(-0.777778,-0.925926,-0.629630);(-0.777778,-1.000000,-0.629630);(-0.777778,-1.000000,-0.703704)
(-0.777778,-1.000000,-0.703704);(-0.777778,-1.000000,-0.629630);(-0.851852,-1.000000,-0.629630);(-0.851852,-1.000000,-0.703704)
(-0.851852,-0.925926,-0.629630);(-0.777778,-0.925926,-0.629630);(-0.777778,-0.925926,-0.703704);(-0.851852,-0.925926,-0.703704)
(-0.777778,-0.925926,-0.629630);(-0.777778,-0.925926,-0.555556);(-0.777778,-1.000000,-0.555556);(-0.777778,-1.000000,-0.629630)
(-0.777778,-1.000000,-0.629630);(-0.777778,-1.000000,-0.555556);(-0.851852,-1.000000,-0.555556);(-0.851852,-1.000000,-0.629630)
(-0.851852,-0.925926,-0.703704);(-0.851852,-0.851852,-0.703704);(-0.851852,-0.851852,-0.777778);(-0.851852,-0.925926,-0.777778)
(-0.777778,-0.851852,-0.777778);(-0.777778,-0.851852,-0.703704);(-0.777778,-0.925926,-0.703704);(-0.777778,-0.925926,-0.777778)
(-0.777778,-0.925926,-0.703704);(-0.777778,-0.851852,-0.703704);(-0.851852,-0.851852,-0.703704);(-0.851852,-0.925926,-0.703704)
(-0.851852,-0.925926,-0.555556);(-0.851852,-0.851852,-0.555556);(-0.851852,-0.851852,-0.629630);(-0.851852,-0.925926,-0.629630)
(-0.777778,-0.851852,-0.629630);(-0.777778,-0.851852,-0.555556);(-0.777778,-0.925926,-0.555556);(-0.777778,-0.925926,-0.629630)
(-0.851852,-0.851852,-0.629630);(-0.777778,-0.851852,-0.629630);(-0.777778,-0.925926,-0.629630);(-0.851852,-0.925926,-0.629630)
(-0.777778,-0.777778,-0.777778);(-0.777778,-0.777778,-0.703704);(-0.777778,-0.851852,-0.703704);(-0.777778,-0.851852,-0.777778)
(-0.851852,-0.777778,-0.703704);(-0.777778,-0.777778,-0.703704);(-0.777778,-0.777778,-0.777778);(-0.851852,-0.777778,-0.777778)
(-0.851852,-0.851852,-0.629630);(-0.851852,-0.777778,-0.629630);(-0.851852,-0.777778,-0.703704);(-0.851852,-0.851852,-0.703704)
(-0.777778,-0.777778,-0.703704);(-0.777778,-0.777778,-0.629630);(-0.777778,-0.851852,-0.629630);(-0.777778,-0.851852,-0.703704)
(-0.777778,-0.851852,-0.703704);(-0.777778,-0.851852,-0.629630);(-0.851852,-0.851852,-0.629630);(-0.851852,-0.851852,-0.703704)
(-0.851852,-0.777778,-0.629630);(-0.777778,-0.777778,-0.629630);(-0.777778,-0.777778,-0.703704);(-0.851852,-0.777778,-0.703704)
(-0.777778,-0.777778,-0.629630);(-0.777778,-0.777778,-0.555556);(-0.777778,-0.851852,-0.555556);(-0.777778,-0.851852,-0.629630)
(-0.851852,-0.777778,-0.555556);(-0.777778,-0.777778,-0.555556);(-0.777778,-0.777778,-0.629630);(-0.851852,-0.777778,-0.629630)
(-1.000000,-1.000000,-0.481481);(-1.000000,-0.925926,-0.481481);(-1.000000,-0.925926,-0.555556);(-1.000000,-1.000000,-0.555556)
(-0.925926,-1.000000,-0.555556);(-0.925926,-1.000000,-0.481481);(-1.000000,-1.000000,-0.481481);(-1.000000,-1.000000,-0.555556)
(-1.000000,-1.000000,-0.407407);(-1.000000,-0.925926,-0.407407);(-1.000000,-0.925926,-0.481481);(-1.000000,-1.000000,-0.481481)
(-0.925926,-0.925926,-0.481481);(-0.925926,-0.925926,-0.407407);(-0.925926,-1.000000,-0.407407);(-0.925926,-1.000000,-0.481481)
(-0.925926,-1.000000,-0.481481);(-0.925926,-1.000000,-0.407407);(-1.000000,-1.000000,-0.407407);(-1.000000,-1.000000,-0.481481)
(-1.000000,-0.925926,-0.407407);(-0.925926,-0.925926,-0.407407);(-0.925926,-0.925926,-0.481481);(-1.000000,-0.925926,-0.481481)
(-1.000000,-1.000000,-0.333333);(-1.000000,-0.925926,-0.333333);(-1.000000,-0.925926,-0.407407);(-1.000000,-1.000000,-0.407407)
(-0.925926,-1.000000,-0.407407);(-0.925926,-1.000000,-0.333333);(-1.000000,-1.000000,-0.333333);(-1.000000,-1.000000,-0.407407)
(-1.000000,-0.925926,-0.481481);(-1.000000,-0.851852,-0.481481);(-1.000000,-0.851852,-0.555556);(-1.000000,-0.925926,-0.555556)
(-0.925926,-0.851852,-0.555556);(-0.925926,-0.851852,-0.481481);(-0.925926,-0.925926,-0.481481);(-0.925926,-0.925926,-0.555556)
(-0.925926,-0.925926,-0.481481);(-0.925926,-0.851852,-0.481481);(-1.000000,-0.851852,-0.481481);(-1.000000,-0.925926,-0.481481)
(-1.000000,-0.925926,-0.333333);(-1.000000,-0.851852,-0.333333);(-1.000000,-0.851852,-0.407407);(-1.000000,-0.925926,-0.407407)
(-0.925926,-0.851852,-0.407407);(-0.925926,-0.851852,-0.333333);(-0.925926,-0.925926,-0.333333);(-0.925926,-0.925926,-0.407407)
(-1.000000,-0.851852,-0.407407);(-0.925926,-0.851852,-0.407407);(-0.925926,-0.925926,-0.407407);(-1.000000,-0.925926,-0.407407)
(-1.000000,-0.851852,-0.481481);(-1.000000,-0.777778,-0.481481);(-1.000000,-0.777778,-0.555556);(-1.000000,-0.851852,-0.555556)
(-1.000000,-0.851852,-0.407407);(-1.000000,-0.777778,-0.407407);(-1.000000,-0.777778,-0.481481);(-1.000000,-0.851852,-0.481481)
(-0.925926,-0.777778,-0.481481);(-0.925926,-0.777778,-0.407407);(-0.925926,-0.851852,-0.407407);(-0.925926,-0.851852,-0.481481)
(-0.925926,-0.851852,-0.481481);(-0.925926,-0.851852,-0.407407);(-1.000000,-0.851852,-0.407407);(-1.000000,-0.851852,-0.481481)
(-1.000000,-0.851852,-0.333333);(-1.000000,-0.777778,-0.333333);(-1.000000,-0.777778,-0.407407);(-1.000000,-0.851852,-0.407407)
(-0.851852,-1.000000,-0.555556);(-0.851852,-1.000000,-0.481481);(-0.925926,-1.000000,-0.481481);(-0.925926,-1.000000,-0.555556)
(-0.925926,-0.925926,-0.481481);(-0.851852,-0.925926,-0.481481);(-0.851852,-0.925926,-0.555556);(-0.925926,-0.925926,-0.555556)
(-0.851852,-1.000000,-0.481481);(-0.851852,-0.925926,-0.481481);(-0.925926,-0.925926,-0.481481);(-0.925926,-1.000000,-0.481481)
(-0.851852,-1.000000,-0.407407);(-0.851852,-1.000000,-0.333333);(-0.925926,-1.000000,-0.333333);(-0.925926,-1.000000,-0.407407)
(-0.925926,-0.925926,-0.333333);(-0.851852,-0.925926,-0.333333);(-0.851852,-0.925926,-0.407407);(-0.925926,-0.925926,-0.407407)
(-0.925926,-0.925926,-0.407407);(-0.851852,-0.925926,-0.407407);(-0.851852,-1.000000,-0.407407);(-0.925926,-1.000000,-0.407407)
(-0.851852,-0.851852,-0.555556);(-0.851852,-0.851852,-0.481481);(-0.925926,-0.851852,-0.481481);(-0.925926,-0.851852,-0.555556)
(-0.851852,-0.851852,-0.481481);(-0.851852,-0.777778,-0.481481);(-0.925926,-0.777778,-0.481481);(-0.925926,-0.851852,-0.481481)
(-0.851852,-0.851852,-0.407407);(-0.851852,-0.851852,-0.333333);(-0.925926,-0.851852,-0.333333);(-0.925926,-0.851852,-0.407407)
(-0.925926,-0.777778,-0.407407);(-0.851852,-0.777778,-0.407407);(-0.851852,-0.851852,-0.407407);(-0.925926,-0.851852,-0.407407)
(-0.777778,-1.000000,-0.555556);(-0.777778,-1.000000,-0.481481);(-0.851852,-1.000000,-0.481481);(-0.851852,-1.000000,-0.555556)
(-0.851852,-1.000000,-0.407407);(-0.851852,-0.925926,-0.407407);(-0.851852,-0.925926,-0.481481);(-0.851852,-1.000000,-0.481481)
(-0.777778,-1.000000,-0.481481);(-0.777778,-1.000000,-0.407407);(-0.851852,-1.000000,-0.407407);(-0.851852,-1.000000,-0.481481)
(-0.851852,-0.925926,-0.407407);(-0.777778,-0.925926,-0.407407);(-0.777778,-0.925926,-0.481481);(-0.851852,-0.925926,-0.481481)
(-0.777778,-1.000000,-0.407407);(-0.777778,-1.000000,-0.333333);(-0.851852,-1.000000,-0.333333);(-0.851852,-1.000000,-0.407407)
(-0.851852,-0.925926,-0.481481);(-0.851852,-0.851852,-0.481481);(-0.851852,-0.851852,-0.555556);(-0.851852,-0.925926,-0.555556)
(-0.777778,-0.925926,-0.481481);(-0.777778,-0.851852,-0.481481);(-0.851852,-0.851852,-0.481481);(-0.851852,-0.925926,-0.481481)
(-0.851852,-0.925926,-0.333333);(-0.851852,-0.851852,-0.333333);(-0.851852,-0.851852,-0.407407);(-0.851852,-0.925926,-0.407407)
(-0.851852,-0.851852,-0.407407);(-0.777778,-0.851852,-0.407407);(-0.777778,-0.925926,-0.407407);(-0.851852,-0.925926,-0.407407)
(-0.851852,-0.851852,-0.407407);(-0.851852,-0.777778,-0.407407);(-0.851852,-0.777778,-0.481481);(-0.851852,-0.851852,-0.481481)
(-0.777778,-0.851852,-0.481481);(-0.777778,-0.851852,-0.407407);(-0.851852,-0.851852,-0.407407);(-0.851852,-0.851852,-0.481481)
(-1.000000,-0.777778,-0.925926);(-1.000000,-0.703704,-0.925926);(-1.000000,-0.703704,-1.000000);(-1.000000,-0.777778,-1.000000)
(-1.000000,-0.703704,-1.000000);(-0.925926,-0.703704,-1.000000);(-0.925926,-0.777778,-1.000000);(-1.000000,-0.777778,-1.000000)
(-1.000000,-0.777778,-0.851852);(-1.000000,-0.703704,-0.851852);(-1.000000,-0.703704,-0.925926);(-1.000000,-0.777778,-0.925926)
(-0.925926,-0.703704,-0.925926);(-0.925926,-0.703704,-0.851852);(-0.925926,-0.777778,-0.851852);(-0.925926,-0.777778,-0.925926)
(-1.000000,-0.703704,-0.851852);(-0.925926,-0.703704,-0.851852);(-0.925926,-0.703704,-0.925926);(-1.000000,-0.703704,-0.925926)
(-1.000000,-0.777778,-0.777778);(-1.000000,-0.703704,-0.777778);(-1.000000,-0.703704,-0.851852);(-1.000000,-0.777778,-0.851852)
(-0.925926,-0.777778,-0.777778);(-0.925926,-0.703704,-0.777778);(-1.000000,-0.703704,-0.777778);(-1.000000,-0.777778,-0.777778)
(-1.000000,-0.703704,-0.925926);(-1.000000,-0.629630,-0.925926);(-1.000000,-0.629630,-1.000000);(-1.000000,-0.703704,-1.000000)
(-0.925926,-0.629630,-1.000000);(-0.925926,-0.629630,-0.925926);(-0.925926,-0.703704,-0.925926);(-0.925926,-0.703704,-1.000000)
(-1.000000,-0.629630,-1.000000);(-0.925926,-0.629630,-1.000000);(-0.925926,-0.703704,-1.000000);(-1.000000,-0.703704,-1.000000)
(-0.925926,-0.703704,-0.925926);(-0.925926,-0.629630,-0.925926);(-1.000000,-0.629630,-0.925926);(-1.000000,-0.703704,-0.925926)
(-1.000000,-0.703704,-0.777778);(-1.000000,-0.629630,-0.777778);(-1.000000,-0.629630,-0.851852);(-1.000000,-0.703704,-0.851852)
(-0.925926,-0.629630,-0.851852);(-0.925926,-0.629630,-0.777778);(-0.925926,-0.703704,-0.777778);(-0.925926,-0.703704,-0.851852)
(-1.000000,-0.629630,-0.851852);(-0.925926,-0.629630,-0.851852);(-0.925926,-0.703704,-0.851852);(-1.000000,-0.703704,-0.851852)
(-0.925926,-0.703704,-0.777778);(-0.925926,-0.629630,-0.777778);(-1.000000,-0.629630,-0.777778);(-1.000000,-0.703704,-0.777778)
(-1.000000,-0.629630,-0.925926);(-1.000000,-0.555556,-0.925926);(-1.000000,-0.555556,-1.000000);(-1.000000,-0.629630,-1.000000)
(-1.000000,-0.555556,-1.000000);(-0.925926,-0.555556,-1.000000);(-0.925926,-0.629630,-1.000000);(-1.000000,-0.629630,-1.000000)
(-1.000000,-0.629630,-0.851852);(-1.000000,-0.555556,-0.851852);(-1.000000,-0.555556,-0.925926);(-1.000000,-0.629630,-0.925926)
(-0.925926,-0.555556,-0.925926);(-0.925926,-0.555556,-0.851852);(-0.925926,-0.629630,-0.851852);(-0.925926,-0.629630,-0.925926)
(-0.925926,-0.629630,-0.925926);(-0.925926,-0.629630,-0.851852);(-1.000000,-0.629630,-0.851852);(-1.000000,-0.629630,-0.925926)
(-1.000000,-0.629630,-0.777778);(-1.000000,-0.555556,-0.777778);(-1.000000,-0.555556,-0.851852);(-1.000000,-0.629630,-0.851852)
(-0.925926,-0.629630,-0.777778);(-0.925926,-0.555556,-0.777778);(-1.000000,-0.555556,-0.777778);(-1.000000,-0.629630,-0.777778)
(-0.925926,-0.703704,-0.925926);(-0.851852,-0.703704,-0.925926);(-0.851852,-0.703704,-1.000000);(-0.925926,-0.703704,-1.000000)
(-0.925926,-0.703704,-1.000000);(-0.851852,-0.703704,-1.000000);(-0.851852,-0.777778,-1.000000);(-0.925926,-0.777778,-1.000000)
(-0.851852,-0.777778,-0.925926);(-0.851852,-0.703704,-0.925926);(-0.925926,-0.703704,-0.925926);(-0.925926,-0.777778,-0.925926)
(-0.925926,-0.703704,-0.777778);(-0.851852,-0.703704,-0.777778);(-0.851852,-0.703704,-0.851852);(-0.925926,-0.703704,-0.851852)
(-0.925926,-0.703704,-0.851852);(-0.851852,-0.703704,-0.851852);(-0.851852,-0.777778,-0.851852);(-0.925926,-0.777778,-0.851852)
(-0.851852,-0.777778,-0.777778);(-0.851852,-0.703704,-0.777778);(-0.925926,-0.703704,-0.777778);(-0.925926,-0.777778,-0.777778)
(-0.851852,-0.629630,-1.000000);(-0.851852,-0.629630,-0.925926);(-0.925926,-0.629630,-0.925926);(-0.925926,-0.629630,-1.000000)
(-0.925926,-0.555556,-1.000000);(-0.851852,-0.555556,-1.000000);(-0.851852,-0.629630,-1.000000);(-0.925926,-0.629630,-1.000000)
(-0.851852,-0.629630,-0.925926);(-0.851852,-0.555556,-0.925926);(-0.925926,-0.555556,-0.925926);(-0.925926,-0.629630,-0.925926)
(-0.851852,-0.629630,-0.851852);(-0.851852,-0.629630,-0.777778);(-0.925926,-0.629630,-0.777778);(-0.925926,-0.629630,-0.851852)
(-0.925926,-0.555556,-0.851852);(-0.851852,-0.555556,-0.851852);(-0.851852,-0.629630,-0.851852);(-0.925926,-0.629630,-0.851852)
(-0.851852,-0.629630,-0.777778);(-0.851852,-0.555556,-0.777778);(-0.925926,-0.555556,-0.777778);(-0.925926,-0.629630,-0.777778)
(-0.777778,-0.703704,-1.000000);(-0.777778,-0.703704,-0.925926);(-0.777778,-0.777778,-0.925926);(-0.777778,-0.777778,-1.000000)
(-0.851852,-0.703704,-1.000000);(-0.777778,-0.703704,-1.000000);(-0.777778,-0.777778,-1.000000);(-0.851852,-0.777778,-1.000000)
(-0.851852,-0.777778,-0.851852);(-0.851852,-0.703704,-0.851852);(-0.851852,-0.703704,-0.925926);(-0.851852,-0.777778,-0.925926)
